Factual ID,Name,Address,Locality (Town/City),Region (State/Province),Post Code,Country,Neighborhood,Tel,Website,Latitude,Longitude,Category Labels,Chain Name,
b61c6ac1-b81a-4ba1-a0f2-69be045ea744,Trader Joe's,265 Winston Dr,San Francisco,CA,94132,us,"Lakeside,Stonestown",(415) 665-1835,http://www.traderjoes.com/,37.726717,-122.476394,Supermarkets and Groceries,Trader Joe's,
0f93d976-b9bf-43ef-bc8d-3f7920fb8965,Pacific Supermarket,2900 Alemany Blvd,San Francisco,CA,94112,us,"Oceanview,Outer Mission",(415) 337-1628,http://www.pacificsupermarket.com/,37.711984,-122.452887,Supermarkets and Groceries,N/A,
08d640b0-ad1e-4322-b3cc-ef3fe84da900,Mollie Stone's Markets,2435 California St,San Francisco,CA,94115,us,Lower Pacific Heights,(415) 567-4902,http://www.molliestones.com/,37.788607,-122.434503,Supermarkets and Groceries,Mollie Stone's Markets,
7dfb6d7f-b295-4ec7-832f-9c08f7bc4509,Whole Foods,399 4th St,San Francisco,CA,94107,us,"South Beach,South Of Market",(415) 618-0066,http://www.wholefoodsmarket.com,37.781182,-122.399584,Supermarkets and Groceries,Whole Foods,
48eba7b7-74f0-4145-ba83-9c491dffd2b6,Royal Market & Bakery,5335 Geary Blvd,San Francisco,CA,94121,us,"Central Richmond,Little Russia,Richmond District",(415) 221-5550,http://royalmarketsf.com,37.780271,-122.476721,Supermarkets and Groceries,N/A,
0a81a738-1de9-4735-b7ff-17dc5bb7a735,Whole Foods,1765 California St,San Francisco,CA,94109,us,"Cathedral Hill,Laguna Heights,Little Osaka,Pacific Heights,Polk Gulch,Van Ness",(415) 674-0500,http://www.wholefoodsmarket.com,37.789904,-122.42354,Supermarkets and Groceries,Whole Foods,
ec9d87c7-265a-4505-8f96-8e88acb70ee2,Church Produce,1798 Church St,San Francisco,CA,94131,us,"Bernal Heights,Noe Valley",(415) 282-1153,http://www.groupon.com/,37.742193,-122.426668,Supermarkets and Groceries,N/A,
2549b530-30bb-4527-868d-29c4b2b67213,Sunset Supermarket,2425 Irving St,San Francisco,CA,94122,us,Central Sunset,(415) 682-3738,https://www.groupon.com/biz/san-francisco/sunset-supermaket,37.763002,-122.484217,Supermarkets and Groceries,N/A,
4895a62f-a533-409b-a1d1-ac1a60a6c918,Mayflower Market,2498 Fillmore St,San Francisco,CA,94115,us,Pacific Heights,(415) 346-1700,http://www.mayflowermarketfillmore.com/,37.792439,-122.434371,Supermarkets and Groceries,N/A,
da77c502-dd24-40bc-a738-bbe25d314b8a,Whole Foods,450 Rhode Island St,San Francisco,CA,94107,us,"Potrero District,Potrero Flats",(415) 552-1155,http://www.wholefoodsmarket.com,37.764408,-122.402754,Supermarkets and Groceries,Whole Foods,
413759ec-c2bd-4591-9fae-6eabe22ea264,Foodsco,345 Williams Ave,San Francisco,CA,94124,us,"Bayshore,Portola,Silver Terrace",(415) 330-1870,https://www.foodsco.net/stores/details/704/00351?cid=loc_70400351_other,37.729729,-122.398992,Supermarkets and Groceries,N/A,
5351dd37-0b9d-437d-ba3c-427882be73b2,R J's Market Levi Plaza,1425 Sansome St,San Francisco,CA,94111,us,"North Waterfront,Telegraph Hill",(415) 397-7160,http://rjs-market-levi-plaza-san-francisco-ca.placestars.com,37.803333,-122.403399,Supermarkets and Groceries,N/A,
ac111a36-35b1-48b0-90e6-1234d51815b7,Trader Joe's,401 Bay St,San Francisco,CA,94133,us,"Fisherman's Wharf,North Beach",(415) 351-1013,http://www.traderjoes.com/,37.80555,-122.413711,Supermarkets and Groceries,Trader Joe's,
87376b18-a99f-4e5e-8415-8a5c64ec6e1e,Safeway,1335 Webster St,San Francisco,CA,94115,us,"Thomas Paine Square,Western Addition",(415) 921-4557,http://www.safeway.com/,37.782869,-122.431368,Supermarkets and Groceries,Safeway,
032970ef-0b57-49cf-8e50-e9d3b463d8a1,Bi-Rite Market,550 Divisadero St,San Francisco,CA,94117,us,"Alamo Square,Lower Haight,North Panhandle",(415) 551-7900,http://www.biritemarket.com/,37.774876,-122.437631,Supermarkets and Groceries,N/A,
039ad62a-fd3d-480a-a204-0ad58b36703a,Trader Joe's,1095 Hyde St,San Francisco,CA,94109,us,"Lower Nob Hill,Nob Hill,Tenderloin",(415) 292-7665,http://www.traderjoes.com/,37.790627,-122.41792,Supermarkets and Groceries,Trader Joe's,
1a34b228-ee4d-4235-866e-12f08aa1208f,Trader Joe's,3 Masonic Ave,San Francisco,CA,94118,us,"Anza Vista,Laurel Heights",(415) 346-9964,http://www.traderjoes.com/,37.783341,-122.447809,Supermarkets and Groceries,Trader Joe's,
7239f8ae-a2fb-46e2-9a5f-54e6baaa342c,Casa Lucas Market,2934 24th St,San Francisco,CA,94110,us,"Inner Mission,Mission,Mission District",(415) 826-4334,http://casa-lucas-market-san-francisco-2-ca.placestars.com,37.752825,-122.410671,Supermarkets and Groceries,N/A,
524527b6-9e08-4ae8-b4c5-919a6c92a1ab,New India Bazzar Indian Grocery Store,1107 Polk St,San Francisco,CA,94109,us,"Little Saigon,Tenderloin,Van Ness",(415) 928-4553,http://new-india-bazzar-indian-grocery-store-san-francisco-ca.placestars.com,37.786968,-122.420069,Supermarkets and Groceries,N/A,
10a84cc2-ceb3-4324-90ae-a897cb5a9599,Whole Foods,1150 Ocean Ave,San Francisco,CA,94112,us,Ingleside,(415) 333-7400,http://www.wholefoodsmarket.com,37.723847,-122.455024,Supermarkets and Groceries,Whole Foods,
fe5ad0dd-858d-4e5b-a7ed-f68ef2b07fd4,Good Eggs,901 Rankin St,San Francisco,CA,94124,us,"Bayshore,Bayview District,Silver Terrace",(415) 483-7344,https://www.goodeggs.com/,37.740905,-122.395135,Supermarkets and Groceries,N/A,
c1948baf-a16c-4967-b342-009c9bf80982,Whole Foods,3950 24th St,San Francisco,CA,94114,us,"Dolores Heights,Noe Valley",(415) 282-4700,http://www.wholefoodsmarket.com,37.751977,-122.430757,Supermarkets and Groceries,Whole Foods,
59862b47-50bb-4d9c-83c6-15ed6a56b0a9,Sunset II Supermarket,2801 Vicente St,San Francisco,CA,94116,us,Outer Parkside,(415) 504-8188,https://www.groupon.com/biz/san-francisco/sunset-supermarket,37.738104,-122.497413,Supermarkets and Groceries,N/A,
12427e55-0aa1-4558-ad64-8935f17c6eab,Third World Market,1200 Fillmore St,San Francisco,CA,94115,us,"Thomas Paine Square,Western Addition",(415) 567-0165,http://third-world-market-san-francisco-ca.placestars.com,37.78094,-122.431827,Supermarkets and Groceries,N/A,
0102338d-9332-41dc-9da8-1f92d7faedd7,Vj Grocery,1199 Clay St,San Francisco,CA,94108,us,"Chinatown,French Quarter,Little Italy,Nob Hill,Union Square",(415) 885-3417,http://vj-grocery-san-francisco-ca.placestars.com,37.793383,-122.412634,Supermarkets and Groceries,N/A,
10aa65e1-b897-4a5b-b0e1-65a329bb153a,Park Plaza Fine Foods,111 Cambon Dr,San Francisco,CA,94132,us,"Stonestown,Westlake",(415) 587-7075,http://uwebconnect.com/parkplaza/,37.716737,-122.47401,Supermarkets and Groceries,N/A,
02a83da8-06f2-4cb8-a90c-fbbabf917282,Village Market,1 Ferry Building,San Francisco,CA,94111,us,"Financial District,North Waterfront,Rincon Hill,South Beach",(415) 989-9200,http://www.villagemarketsf.com/,37.795336,-122.393463,Supermarkets and Groceries,N/A,
1ad66ee9-7968-4812-aa63-0b23707f00cf,Super Save Market,4517 3rd St,San Francisco,CA,94124,us,"Bayshore,Bayview,Bayview District",(415) 282-3722,https://supersavesupermarkets.com,37.736611,-122.389723,Supermarkets and Groceries,N/A,
4b853aa1-c97a-4fc9-b60d-34f89ee119d3,Chiotras Grocery,858 Rhode Island St,San Francisco,CA,94107,us,"Potrero District,Victoria Mews",(415) 824-2353,http://www.sanfranciscobusinesslist.com,37.7589,-122.402142,Supermarkets and Groceries,N/A,
05fc78d1-e0c8-4cfb-9390-8ab4044f77f6,Mercado Brasil,1252 Valencia St,San Francisco,CA,94110,us,"Baja Noe,Mission,Mission District,Noe Valley",(415) 285-3520,http://www.mercadobrasilsf.com/,37.752822,-122.42099,Supermarkets and Groceries,N/A,
03071b81-88ec-400f-9bf8-7b323ac4dfff,Safeway,145 Jackson St,San Francisco,CA,94111,us,Financial District,(415) 982-3112,http://www.safeway.com/,37.796809,-122.398999,Supermarkets and Groceries,Safeway,
c881b44e-139b-4ecb-8ebf-ac0ae183f573,Cheers Market,867 Fillmore St,San Francisco,CA,94117,us,Alamo Square,(415) 885-2898,http://www.cheersondemand.com,37.777221,-122.43175,Supermarkets and Groceries,N/A,
8caf5968-9b1d-4b0e-a229-6facd303bc00,Nabila's Health Foods,559 Hayes St,San Francisco,CA,94102,us,"Alamo Square,Hayes Valley",(415) 864-6514,http://www.nabilas.com,37.776352,-122.425606,Supermarkets and Groceries,N/A,
a9a2b781-8ad3-4b5f-97d5-41b8d80800b6,You Say Tomato,1526 California St,San Francisco,CA,94109,us,"Lower Nob Hill,Nob Hill,Polk Gulch",(415) 921-2828,http://www.yousaytomato.biz,37.790898,-122.419513,Supermarkets and Groceries,N/A,
4e1f6cbf-0528-4865-9ce0-3bf57ab01b36,25th & Clement Produce Market,2354 Clement St,San Francisco,CA,94121,us,"Central Richmond,Richmond District,Sea Cliff",(415) 387-8222,N/A,37.782165,-122.484787,Supermarkets and Groceries,N/A,
b4e46201-01a8-4094-ab11-b213f0295bb3,Sutter Fine Foods,988 Sutter St,San Francisco,CA,94109,us,"Little Saigon,Lower Nob Hill,Nob Hill,Tenderloin",(415) 776-7079,http://suttercreek.org,37.788346,-122.416567,Supermarkets and Groceries,N/A,
8bb0b32a-ecd3-4786-b499-5fab5174867c,Jai Ho Indian Grocery,1462 Fillmore St,San Francisco,CA,94115,us,"Japantown,Marcus Garvey Square,Thomas Paine Square,Western Addition",(415) 567-1070,http://jai-ho-indian-grocery-san-francisco-ca.placestars.com,37.782912,-122.432517,Supermarkets and Groceries,N/A,
d700d5ab-0e7c-4084-804a-8e9fa6260afd,Eight-Twenty-Eight Irving Market,828 Irving St,San Francisco,CA,94122,us,"Inner Sunset,Inset",(415) 731-7460,http://eight-twenty-eight-irving-market-san-francisco-ca.placestars.com,37.764237,-122.466881,Supermarkets and Groceries,N/A,
49783025-6e25-4908-a789-9a1cc4a6c39e,Safeway,625 Monterey Blvd,San Francisco,CA,94127,us,"Sunnyside,Westwood Highlands",(415) 586-2421,http://www.safeway.com/,37.73111,-122.450226,Supermarkets and Groceries,Safeway,
8064fd10-1e18-012f-0643-0030487f54d8,Casa Guadalupe 2,2909 Mission St,San Francisco,CA,94110,us,"Bernal Heights,Inner Mission,Mission,Mission District,Transmission",(415) 642-8355,http://casaguadalupe.com,37.750399,-122.418053,Supermarkets and Groceries,N/A,
18173015-96ee-4829-abca-57498b47c396,Ming Lee Trading,759 Jackson St,San Francisco,CA,94133,us,"Chinatown,Little Italy,Nob Hill",(415) 217-0088,http://ming-lee-trading-san-francisco-ca.placestars.com,37.795819,-122.407688,Supermarkets and Groceries,N/A,
8d75d235-8332-4de0-b937-511c4016caa8,Ales Unlimited,2398 Webster St,San Francisco,CA,94115,us,Pacific Heights,(415) 346-6849,http://www.alesunlimited.com/,37.792597,-122.432732,Supermarkets and Groceries,N/A,
ee4f0255-0f39-4e3e-8afd-525c567de73e,Good Life Grocery,448 Cortland Ave,San Francisco,CA,94110,us,"Bayshore,Bernal Heights",(415) 648-3221,http://www.goodlifegrocery.com,37.738976,-122.41659,Supermarkets and Groceries,N/A,
4b07e6a5-e1cb-45fb-8282-b713872fd6bb,Ferry Building Marketplace,1 Ferry Building,San Francisco,CA,94111,us,"Financial District,North Waterfront,Rincon Hill,South Beach",(415) 983-8030,http://www.ferrybuildingmarketplace.com,37.795531,-122.393475,Farmers' Markets,N/A,
12142041-b382-461b-91cb-34d1f457a3f9,Parkside Farmer's Market,555 Taraval St,San Francisco,CA,94116,us,"Inner Parkside,West Portal,Westlake",(415) 681-5563,http://www.parksidefarmersmarket.com,37.743038,-122.472353,Farmers' Markets,N/A,
e32e7ca3-1c2d-4562-b86a-2bc02e3d6190,Stonestown Farmers Market,3251 20th Ave,San Francisco,CA,94132,us,"Lakeside,Stonestown",(415) 472-6100,http://www.stonestowngalleria.com/events/farmers-market,37.728364,-122.477065,Farmers' Markets,N/A,
71d85100-bef8-012e-5614-003048cad9da,Heart of the City Farmers Market,1182 Market St,San Francisco,CA,94102,us,"Civic Center,Opera Plaza,South Of Market,Tenderloin",(415) 558-9455,http://www.hotcfarmersmarket.org,37.779154,-122.41459,Farmers' Markets,N/A,
20313bd7-0696-4bbb-8b14-3b9f5af269b7,Noriega Produce,3821 Noriega St,San Francisco,CA,94122,us,"Outer Sunset,Outset",(415) 564-0370,http://gussmarket.com/,37.752856,-122.504813,Farmers' Markets,N/A,
c0aa2989-070e-42fe-a7ca-05ab7df86546,Noe Valley Farmers Market,3861 24th St,San Francisco,CA,94114,us,"Castro,Dolores Heights,Noe Valley",(415) 248-1332,http://www.noevalleyfarmersmarket.com/,37.751473,-122.429223,Farmers' Markets,N/A,
6e07c809-1283-483e-b063-307047d81473,Golden Produce,172 Church St,San Francisco,CA,94114,us,"Castro,Duboce Triangle,Lower Haight",(415) 431-1536,http://golden-produce-san-francisco-ca.placestars.com,37.768192,-122.429352,Health and Diet Food,N/A,
bf13afa4-327f-4c46-b3b3-c075ffdc154a,Alemany Farmers Market,100 Alemany Blvd,San Francisco,CA,94110,us,"Bayshore,Bernal Heights,Portola",(415) 647-9423,http://sfgsa.org/index.aspx?page=1058,37.735811,-122.410098,Farmers' Markets,N/A,
0ad36173-da63-476d-ac6c-931059e66dde,Fillmore Farmers' Market,Fillmore St,San Francisco,CA,94115,us,"Japantown,Little Osaka,Lower Pacific Heights,Marcus Garvey Square,Thomas Paine Square,Western Addition",(415) 346-6788,http://www.pcfma.com/market_home.php?market_id=13,37.783427,-122.433049,Farmers' Markets,N/A,
6963abc8-d543-4637-b0b9-cb3d6d87163a,Union Street Produce Company,801 Union St,San Francisco,CA,94133,us,"Little Italy,North Beach",(415) 928-2611,http://www.usapothecary.com,37.799844,-122.412729,Farmers' Markets,N/A,
e2e76917-4c43-4b19-a451-ee8e290c28aa,Inner Sunset Farmers' Market,1320 9th Ave,San Francisco,CA,94122,us,"Inner Sunset,Inset",(800) 949-3276,http://www.pcfma.com/market_home.php?market_id=67,37.763772,-122.466137,Farmers' Markets,N/A,
1f397aa7-1918-46fe-96b4-513a1dc3244a,4th Ave. & Geary Farmers Market,3931 Geary Blvd,San Francisco,CA,94118,us,Inner Richmond,(415) 831-1067,http://4th-ave-and-geary-farmers-market-san-francisco-ca.placestars.com,37.780891,-122.461853,Farmers' Markets,N/A,
a5f35fff-ce90-4b0f-9c29-6f3a9f5a5152,Castro Farmers' Market,NOE St,San Francisco,CA,94114,us,"Castro,Duboce Triangle",(925) 825-9090,http://www.pcfma.com/market_home.php?market_id=64,37.764558,-122.433294,Farmers' Markets,N/A,
71eb8850-bef8-012e-5614-003048cad9da,Polk & Green Produce Market,2222 Polk St,San Francisco,CA,94109,us,"Nob Hill,Polk Gulch,Russian Hill",(415) 776-3099,http://polkgreenproduce.directorysgllc.com,37.797248,-122.421896,Farmers' Markets,N/A,
805078f5-127b-4459-baa9-99ffe9496a1b,Lucky Pork Market,2659 Mission St,San Francisco,CA,94110,us,"Baja Noe,Inner Mission,Mission,Mission District",(415) 648-4805,http://luckycompanies.com,37.754601,-122.418229,Meat and Seafood,N/A,
5c6d7c46-2969-42c0-996d-3798af6e79c3,El Chico,4600 Mission St,San Francisco,CA,94112,us,"Bayshore,Excelsior,Mission Terrace",(415) 587-6025,http://el-chico-produce-no-2-san-francisco-ca.placestars.com,37.724534,-122.435367,Farmers' Markets,N/A,
17c2bf70-88b3-4f52-97e3-af96d10b1b65,Mission Community Market,84 Bartlett St,San Francisco,CA,94110,us,"Baja Noe,Castro,Mission,Mission District",(415) 621-8203,http://www.missioncommunitymarket.org,37.755533,-122.419717,Farmers' Markets,N/A,
588822e1-7658-4179-9fa0-c0d0faa0f230,La Loma Produce,5652 Mission St,San Francisco,CA,94112,us,"Crocker,Outer Mission",(415) 585-9254,N/A,37.710728,-122.447943,Farmers' Markets,N/A,
7b2595b9-f3ad-43a6-9e88-f16a8778c849,Guzman Produce Market,5229 Mission St,San Francisco,CA,94112,us,"Crocker-Amazon,Outer Mission",(415) 585-4092,http://guzmanproduce.com,37.71483,-122.44217,Farmers' Markets,N/A,
9ed9b798-6016-49f8-a7ed-67be89020178,Divisadero Farmers' Market,1326 Grove St,San Francisco,CA,94117,us,"Alamo Square,Lower Haight,North Panhandle,Western Addition",(925) 825-9090,http://www.pcfma.com/market_home.php?market_id=63,37.776085,-122.438491,Farmers' Markets,N/A,
ba3c46bb-6c9c-4b89-8d2b-60680f1c9c6e,Heart of the City Farmers Market,United Nations Plaza,San Francisco,CA,94102,us,"Civic Center,NOMA,Tenderloin",(415) 558-9455,http://www.hotcfarmersmarket.org,37.780331,-122.413298,Farmers' Markets,N/A,
633fc7d3-3703-40b4-985b-cb9cc0b015c6,Yerba Buena Lane Farmers Market,51 Yerba Buena Ln,San Francisco,CA,94103,us,"Civic Center,Financial District,NOMA,South Of Market,Union Square",(650) 260-8840,http://www.urbantable.org,37.785581,-122.404432,Farmers' Markets,N/A,
62ed2ea8-2d11-4bf4-a8c8-a73ddce3ff01,McEvoy Ranch,1 Ferry Building,San Francisco,CA,94111,us,"Financial District,North Waterfront,Rincon Hill,South Beach",(415) 291-7224,http://www.mcevoyranch.com,37.795548,-122.393691,Farmers' Markets,N/A,
e6a6b16b-fcc7-41e5-aa19-2d2672bef523,San Francisco Farmers' Market at Crocker Galleria,50 Post St,San Francisco,CA,94104,us,"Financial District,French Quarter,Union Square",(800) 806-3276,http://www.cafarmersmkts.com/SF.html,37.789159,-122.402922,Farmers' Markets,N/A,
97e7aa44-ee6f-4bae-8567-b504d6244915,La Loma Produce,3052 16th St,San Francisco,CA,94103,us,"Inner Mission,Mission,Mission District,Mission Dolores",(415) 255-4821,N/A,37.765193,-122.420718,Farmers' Markets,N/A,
0b7b73f1-cbda-41bc-834a-9436eb49a264,Oak Fair Market,999 Oak St,San Francisco,CA,94117,us,"Alamo Square,Lower Haight",(415) 863-6082,N/A,37.773273,-122.43553,Farmers' Markets,N/A,
5aaeba50-b069-4879-8872-93e5fcc6b4c1,Park's Farmers Market,400 Irving St,San Francisco,CA,94122,us,"Inner Sunset,Inset",(415) 665-1154,N/A,37.764393,-122.462305,Farmers' Markets,N/A,
c68e9e5f-9a09-451d-b5c4-280dd66211b1,La Cocina,1 Ferry Building,San Francisco,CA,94111,us,"Financial District,North Waterfront,Rincon Hill,South Beach",(415) 824-2729,http://la-cocina-san-francisco-ca.placestars.com,37.795455,-122.393614,Farmers' Markets,N/A,
7da499a7-0810-461f-8289-7922ad0492df,Clement Street Farmers Market,Clement St,San Francisco,CA,94118,us,"Inner Richmond,Presidio Terrace,Richmond District",(415) 472-6100,http://www.agriculturalinstitute.org,37.783227,-122.461634,Farmers' Markets,N/A,
aa3e451d-72ee-4e18-a5b2-0c14ad3ffec5,UCSF Parnassus RecSports,500 Parnassus Ave,San Francisco,CA,94143,us,"Inner Sunset,Park View Commons,Parnassus",(415) 476-1115,http://www.campuslifeservices.ucsf.edu/fitnessrecreation/recreational_sports/parnassus/,37.763528,-122.458241,Farmers' Markets,N/A,
0e4e7b1f-1384-4c4e-85fa-fc7934fe5b28,Chung Hing Produce Co.,1300 Powell St,San Francisco,CA,94133,us,"Chinatown,Little Italy,Nob Hill",(415) 693-9634,http://chung-hing-produce-company-san-francisco-ca.placestars.com,37.796593,-122.409956,Farmers' Markets,N/A,
48677406-4054-43b9-b4fd-faed4ce2ddfc,Upper Haight Farmers' Market,Stanyan St,San Francisco,CA,94117,us,"Haight-Ashbury,North Panhandle",(925) 825-9090,http://www.pcfma.com/market_home.php?market_id=41,37.771788,-122.444256,Farmers' Markets,N/A,
8b739927-37d5-4642-a819-36de2b26b6f4,G & G Finest Produce,5015 Geary Blvd,San Francisco,CA,94118,us,"Central Richmond,Inner Richmond,Lake,Little Russia,Richmond District",(415) 387-5673,http://g-and-g-finest-produce-san-francisco-ca.placestars.com,37.780442,-122.47322,Farmers' Markets,N/A,
5a22f3e8-30f5-4add-9924-5078e1c60cd6,North Beach Farmers Market,Powell St,San Francisco,CA,94133,us,"Little Italy,North Beach",(650) 922-4661,N/A,37.804445,-122.411925,Farmers' Markets,N/A,
fe352a4f-fff7-44d5-926c-e1d3321f80bd,Polk Street Produce,1334 Polk St,San Francisco,CA,94109,us,"Cathedral Hill,Lower Nob Hill,Polk Gulch,Tenderloin,Van Ness",(415) 447-2801,,37.789271,-122.420277,Farmers' Markets,N/A,
a372ba05-b56a-4cb3-b1d7-2037360ca908,Fort Mason Center Farmers' Market,Marina Blvd,San Francisco,CA,94123,us,Marina District,(800) 806-3276,http://www.fortmason.org/farmersmarket/,37.805984,-122.431948,Farmers' Markets,N/A,
248ef62b-ff8d-45fc-a862-e98abb385157,Guerrero Hill Market,3398 22nd St,San Francisco,CA,94110,us,"Baja Noe,Castro,Dolores Heights,Mission,Mission District,Mission Dolores",(415) 285-2030,N/A,37.755412,-122.423007,"Beer, Wine and Spirits",N/A,
5587cc0a-c546-4c13-ae5a-05a0e16a6eaa,A & A Produce,843 Clement St,San Francisco,CA,94118,us,"Inner Richmond,Lake,Richmond District",(415) 668-6666,N/A,37.782636,-122.468478,Farmers' Markets,N/A,
80d575d0-1e18-012f-0643-0030487f54d8,Albert & Eve Organics Co.,2050 Galvez Ave,San Francisco,CA,94124,us,Silver Terrace,(925) 209-0958,http://www.alberteve.com/,37.745639,-122.396058,Farmers' Markets,N/A,
fd84f58f-6aee-4d02-a1db-a7ef1665950c,Dirty Girl Produce,1 Ferry Building,San Francisco,CA,94111,us,"Financial District,North Waterfront,Rincon Hill,South Beach",N/A,N/A,37.79539,-122.39361,Farmers' Markets,N/A,
b7315a00-2401-4e95-bc9e-a7c995d66d1a,Rancho Gordo,1 Ferry Building,San Francisco,CA,94111,us,"Financial District,North Waterfront,Rincon Hill,South Beach",(415) 576-1279,http://www.ranchogordo.com,37.79552,-122.393617,Farmers' Markets,N/A,
68eacf6b-d489-486c-9e33-6885c7950650,Greenhouse Grown Farm Tour,1 Ferry Building,San Francisco,CA,94111,us,"Financial District,North Waterfront,Rincon Hill,South Beach",(415) 291-3276,http://www.cuesa.org/,37.795575,-122.393764,Farmers' Markets,N/A,
97c793fe-2a8d-485c-8a17-d38f68debc9e,Lilah Belle's,1207 Divisadero St,San Francisco,CA,94115,us,"Anza Vista,Western Addition",(415) 255-2433,http://www.lilahbelles.com,37.780865,-122.439205,Farmers' Markets,N/A,
07d7d543-e24a-43ba-afde-343628fa6454,Eatwell Farm,1 Ferry Building,San Francisco,CA,94111,us,"Fisherman's Wharf,North Waterfront,Telegraph Hill",(707) 999-1150,http://www.eatwell.com/,37.805842,-122.403475,Farmers' Markets,N/A,
000e2756-4d1d-4fad-8833-1486831eaaf8,The Free Farm Stand,990 Treat Ave,San Francisco,CA,94110,us,"Inner Mission,Mission,Mission District",N/A,http://the-free-farm-stand-san-francisco-ca.placestars.com,37.754738,-122.413436,Farmers' Markets,N/A,
